# Mon Apr 08 20:12:29 2019
abstime,time_stamp,volt,curr,pf,mul
1554779549366,0.08,121.3,0.00585,0.423,0.300162915
1554779549413,0.127,121.3,0.00585,0.423,0.300162915
1554779549459,0.173,121.3,0.00585,0.423,0.300162915
1554779549504,0.218,121.3,0.00585,0.423,0.300162915
1554779549549,0.263,121.4,0.00566,0.42,0.28859208
1554779549595,0.309,121.4,0.00566,0.42,0.28859208
1554779549641,0.355,121.4,0.00566,0.42,0.28859208
1554779549686,0.4,121.4,0.00566,0.42,0.28859208
1554779549733,0.447,121.4,0.00571,0.421,0.291834674
1554779549779,0.493,121.4,0.00571,0.421,0.291834674
1554779549824,0.538,121.4,0.00571,0.421,0.291834674
1554779549870,0.584,121.4,0.00571,0.421,0.291834674
1554779549932,0.646,121.4,0.00569,0.42,0.29012172
1554779549978,0.693,121.4,0.00569,0.42,0.29012172
1554779550025,0.739,121.4,0.00569,0.42,0.29012172
1554779550071,0.785,121.4,0.00569,0.42,0.29012172
1554779550133,0.847,121.4,0.00573,0.416,0.289378752
1554779550179,0.893,121.4,0.00573,0.416,0.289378752
1554779550225,0.939,121.4,0.00573,0.416,0.289378752
1554779550271,0.985,121.4,0.00573,0.416,0.289378752
1554779550333,1.047,121.4,0.00571,0.419,0.290448286
1554779550379,1.093,121.4,0.00571,0.419,0.290448286
1554779550425,1.139,121.4,0.00571,0.419,0.290448286
1554779550471,1.185,121.4,0.00571,0.419,0.290448286
1554779550533,1.247,121.4,0.00568,0.421,0.290301392
1554779550579,1.293,121.4,0.00568,0.421,0.290301392
1554779550625,1.339,121.4,0.00568,0.421,0.290301392
1554779550671,1.385,121.4,0.00568,0.421,0.290301392
1554779550732,1.446,121.4,0.00568,0.423,0.291680496
1554779550778,1.492,121.4,0.00568,0.423,0.291680496
1554779550825,1.539,121.4,0.00568,0.423,0.291680496
1554779550871,1.585,121.4,0.00568,0.423,0.291680496
1554779550932,1.646,121.4,0.00569,0.421,0.290812486
1554779550978,1.692,121.4,0.00569,0.421,0.290812486
1554779551024,1.738,121.4,0.00569,0.421,0.290812486
1554779551070,1.784,121.4,0.00569,0.421,0.290812486
1554779551132,1.846,121.4,0.00569,0.422,0.291503252
1554779551178,1.892,121.4,0.00569,0.422,0.291503252
1554779551224,1.938,121.4,0.00569,0.422,0.291503252
1554779551271,1.985,121.4,0.00569,0.422,0.291503252
1554779551333,2.047,121.4,0.00568,0.421,0.290301392
1554779551379,2.093,121.4,0.00568,0.421,0.290301392
