# Mon Apr 08 21:39:05 2019
abstime,time_stamp,volt,curr,pf,mul
1554784745379,0.08,121.3,0.00603,0.426,0.311593014
1554784745427,0.128,121.3,0.00561,0.423,0.287848539
1554784745473,0.174,121.3,0.00561,0.423,0.287848539
1554784745519,0.22,121.3,0.00561,0.423,0.287848539
1554784745564,0.265,121.3,0.00561,0.423,0.287848539
1554784745623,0.324,121.3,0.0056,0.425,0.288694
1554784745669,0.37,121.3,0.0056,0.425,0.288694
1554784745714,0.415,121.3,0.0056,0.425,0.288694
1554784745760,0.461,121.3,0.0056,0.425,0.288694
1554784745823,0.524,121.2,0.00564,0.425,0.2905164
1554784745868,0.569,121.2,0.00564,0.425,0.2905164
1554784745914,0.615,121.2,0.00564,0.425,0.2905164
1554784745959,0.66,121.2,0.00564,0.425,0.2905164
1554784746023,0.724,121.2,0.00567,0.424,0.291374496
1554784746069,0.77,121.2,0.00567,0.424,0.291374496
1554784746115,0.816,121.2,0.00567,0.424,0.291374496
1554784746161,0.862,121.2,0.00567,0.424,0.291374496
1554784746224,0.925,121.2,0.00567,0.426,0.292748904
1554784746270,0.971,121.2,0.00567,0.426,0.292748904
1554784746316,1.017,121.2,0.00567,0.426,0.292748904
1554784746362,1.063,121.2,0.00567,0.426,0.292748904
1554784746423,1.124,121.2,0.00568,0.422,0.290511552
1554784746469,1.17,121.2,0.00568,0.422,0.290511552
1554784746515,1.216,121.2,0.00568,0.422,0.290511552
1554784746561,1.262,121.2,0.00568,0.422,0.290511552
1554784746623,1.324,121.2,0.00568,0.421,0.289823136
1554784746670,1.371,121.2,0.00568,0.421,0.289823136
1554784746716,1.417,121.2,0.00568,0.421,0.289823136
1554784746762,1.463,121.2,0.00568,0.421,0.289823136
1554784746823,1.524,121.1,0.00564,0.426,0.290959704
1554784746869,1.57,121.1,0.00564,0.426,0.290959704
1554784746915,1.616,121.1,0.00564,0.426,0.290959704
1554784746961,1.662,121.1,0.00564,0.426,0.290959704
1554784747023,1.724,121.1,0.00562,0.424,0.288566768
1554784747068,1.769,121.1,0.00562,0.424,0.288566768
1554784747114,1.815,121.1,0.00562,0.424,0.288566768
1554784747161,1.862,121.1,0.00562,0.424,0.288566768
1554784747223,1.924,121.1,0.00564,0.425,0.2902767
1554784747269,1.97,121.1,0.00564,0.425,0.2902767
1554784747315,2.016,121.1,0.00564,0.425,0.2902767
1554784747361,2.062,121.1,0.00564,0.425,0.2902767
1554784747423,2.124,121.2,0.00562,0.425,0.2894862
1554784747470,2.171,121.2,0.00562,0.425,0.2894862
1554784747516,2.217,121.2,0.00562,0.425,0.2894862
1554784747562,2.263,121.2,0.00562,0.425,0.2894862
1554784747623,2.324,121.2,0.00561,0.423,0.287611236
1554784747669,2.37,121.2,0.00561,0.423,0.287611236
1554784747715,2.416,121.2,0.00561,0.423,0.287611236
1554784747761,2.462,121.2,0.00561,0.423,0.287611236
1554784747823,2.524,121.2,0.00561,0.425,0.2889711
1554784747869,2.57,121.2,0.00561,0.425,0.2889711
1554784747916,2.617,121.2,0.00561,0.425,0.2889711
1554784747962,2.663,121.2,0.00561,0.425,0.2889711
1554784748023,2.724,121.2,0.00561,0.422,0.286931304
1554784748069,2.77,121.2,0.00561,0.422,0.286931304
1554784748115,2.816,121.2,0.00561,0.422,0.286931304
1554784748161,2.862,121.2,0.00561,0.422,0.286931304
1554784748223,2.924,121.2,0.00561,0.423,0.287611236
1554784748269,2.97,121.2,0.00561,0.423,0.287611236
1554784748315,3.016,121.2,0.00561,0.423,0.287611236
1554784748362,3.063,121.2,0.00561,0.423,0.287611236
1554784748423,3.124,121.3,0.00557,0.423,0.285796143
1554784748469,3.17,121.3,0.00557,0.423,0.285796143
