# Mon Apr 08 21:34:30 2019
abstime,time_stamp,volt,curr,pf,mul
1554784470679,0.08,121.7,0.00571,0.424,0.294640568
1554784470727,0.128,121.7,0.00571,0.424,0.294640568
1554784470773,0.174,121.7,0.00571,0.424,0.294640568
1554784470819,0.22,121.7,0.00571,0.424,0.294640568
1554784470865,0.266,121.7,0.00569,0.422,0.292223606
1554784470911,0.312,121.7,0.00569,0.422,0.292223606
1554784470956,0.357,121.7,0.00569,0.422,0.292223606
1554784471001,0.402,121.7,0.00569,0.422,0.292223606
1554784471052,0.453,121.6,0.00572,0.423,0.294218496
1554784471097,0.498,121.6,0.00572,0.423,0.294218496
1554784471143,0.544,121.6,0.00572,0.423,0.294218496
1554784471188,0.589,121.6,0.00572,0.423,0.294218496
1554784471253,0.654,121.7,0.00574,0.422,0.294791476
1554784471299,0.7,121.7,0.00574,0.422,0.294791476
1554784471345,0.746,121.7,0.00574,0.422,0.294791476
1554784471392,0.793,121.7,0.00574,0.422,0.294791476
1554784471453,0.854,121.7,0.00574,0.423,0.295490034
1554784471498,0.899,121.7,0.00574,0.423,0.295490034
1554784471544,0.945,121.7,0.00574,0.423,0.295490034
1554784471590,0.991,121.7,0.00574,0.423,0.295490034
1554784471653,1.054,121.7,0.00572,0.424,0.295156576
1554784471699,1.1,121.7,0.00572,0.424,0.295156576
1554784471745,1.146,121.7,0.00572,0.424,0.295156576
1554784471791,1.192,121.7,0.00572,0.424,0.295156576
1554784471853,1.254,121.7,0.00568,0.425,0.2937838
1554784471899,1.3,121.7,0.00568,0.425,0.2937838
1554784471945,1.346,121.7,0.00568,0.425,0.2937838
1554784471991,1.392,121.7,0.00568,0.425,0.2937838
1554784472052,1.453,121.7,0.00569,0.424,0.293608552
1554784472098,1.499,121.7,0.00569,0.424,0.293608552
1554784472144,1.545,121.7,0.00569,0.424,0.293608552
1554784472190,1.591,121.7,0.00569,0.424,0.293608552
1554784472252,1.653,121.7,0.00567,0.425,0.293266575
1554784472298,1.699,121.7,0.00567,0.425,0.293266575
1554784472345,1.746,121.7,0.00567,0.425,0.293266575
1554784472391,1.792,121.7,0.00567,0.425,0.293266575
1554784472453,1.854,121.7,0.00565,0.426,0.29291973
1554784472499,1.9,121.7,0.00565,0.426,0.29291973
1554784472545,1.946,121.7,0.00565,0.426,0.29291973
1554784472591,1.992,121.7,0.00565,0.426,0.29291973
1554784472652,2.053,121.7,0.00565,0.421,0.289481705
1554784472698,2.099,121.7,0.00565,0.421,0.289481705
1554784472744,2.145,121.7,0.00565,0.421,0.289481705
1554784472791,2.192,121.7,0.00565,0.421,0.289481705
1554784472853,2.254,121.6,0.00561,0.425,0.2899248
1554784472899,2.3,121.6,0.00561,0.425,0.2899248
1554784472945,2.346,121.6,0.00561,0.425,0.2899248
1554784472991,2.392,121.6,0.00561,0.425,0.2899248
1554784473052,2.453,121.6,0.00561,0.423,0.288560448
1554784473098,2.499,121.6,0.00561,0.423,0.288560448
1554784473145,2.546,121.6,0.00561,0.423,0.288560448
1554784473190,2.591,121.6,0.00561,0.423,0.288560448
1554784473253,2.654,121.6,0.00564,0.423,0.290103552
1554784473299,2.7,121.6,0.00564,0.423,0.290103552
1554784473345,2.746,121.6,0.00564,0.423,0.290103552
1554784473391,2.792,121.6,0.00564,0.423,0.290103552
1554784473452,2.853,121.7,0.00562,0.424,0.289996496
1554784473498,2.899,121.7,0.00562,0.424,0.289996496
1554784473544,2.945,121.7,0.00562,0.424,0.289996496
1554784473590,2.991,121.7,0.00562,0.424,0.289996496
1554784473653,3.054,121.7,0.0056,0.425,0.289646
1554784473699,3.1,121.7,0.0056,0.425,0.289646
1554784473745,3.146,121.7,0.0056,0.425,0.289646
1554784473791,3.192,121.7,0.0056,0.425,0.289646
1554784473852,3.253,121.6,0.00562,0.421,0.287708032
1554784473898,3.299,121.6,0.00562,0.421,0.287708032
1554784473945,3.346,121.6,0.00562,0.421,0.287708032
1554784473991,3.392,121.6,0.00562,0.421,0.287708032
1554784474053,3.454,121.6,0.00564,0.424,0.290789376
1554784474099,3.5,121.6,0.00564,0.424,0.290789376
1554784474145,3.546,121.6,0.00564,0.424,0.290789376
1554784474191,3.592,121.6,0.00564,0.424,0.290789376
1554784474252,3.653,121.6,0.00566,0.423,0.291132288
1554784474298,3.699,121.6,0.00566,0.423,0.291132288
1554784474344,3.745,121.6,0.00566,0.423,0.291132288
1554784474391,3.792,121.6,0.00566,0.423,0.291132288
1554784474453,3.854,121.7,0.00567,0.426,0.293956614
1554784474499,3.9,121.7,0.00567,0.426,0.293956614
1554784474545,3.946,121.7,0.00567,0.426,0.293956614
1554784474591,3.992,121.7,0.00567,0.426,0.293956614
1554784474652,4.053,121.7,0.00566,0.425,0.29274935
1554784474698,4.099,121.7,0.00566,0.425,0.29274935
1554784474745,4.146,121.7,0.00566,0.425,0.29274935
1554784474791,4.192,121.7,0.00566,0.425,0.29274935
1554784474852,4.253,121.7,0.00568,0.422,0.291710032
1554784474898,4.299,121.7,0.00568,0.422,0.291710032
1554784474944,4.345,121.7,0.00568,0.422,0.291710032
1554784474990,4.391,121.7,0.00568,0.422,0.291710032
1554784475052,4.453,121.7,0.00569,0.423,0.292916079
1554784475099,4.5,121.7,0.00569,0.423,0.292916079
1554784475145,4.546,121.7,0.00569,0.423,0.292916079
1554784475191,4.592,121.7,0.00569,0.423,0.292916079
1554784475252,4.653,121.7,0.00576,0.422,0.295818624
1554784475298,4.699,121.7,0.00576,0.422,0.295818624
1554784475344,4.745,121.7,0.00576,0.422,0.295818624
1554784475390,4.791,121.7,0.00576,0.422,0.295818624
1554784475452,4.853,121.7,0.00575,0.421,0.294605275
1554784475498,4.899,121.7,0.00575,0.421,0.294605275
1554784475544,4.945,121.7,0.00575,0.421,0.294605275
1554784475590,4.991,121.7,0.00575,0.421,0.294605275
1554784475653,5.054,121.7,0.00574,0.422,0.294791476
1554784475699,5.1,121.7,0.00574,0.422,0.294791476
1554784475745,5.146,121.7,0.00574,0.422,0.294791476
1554784475791,5.192,121.7,0.00574,0.422,0.294791476
1554784475852,5.253,121.7,0.00568,0.422,0.291710032
1554784475898,5.299,121.7,0.00568,0.422,0.291710032
1554784475944,5.345,121.7,0.00568,0.422,0.291710032
1554784475990,5.391,121.7,0.00568,0.422,0.291710032
1554784476052,5.453,121.7,0.00566,0.421,0.289994062
1554784476099,5.5,121.7,0.00566,0.421,0.289994062
1554784476145,5.546,121.7,0.00566,0.421,0.289994062
1554784476191,5.592,121.7,0.00566,0.421,0.289994062
1554784476252,5.653,121.7,0.0057,0.423,0.29343087
1554784476298,5.699,121.7,0.0057,0.423,0.29343087
1554784476344,5.745,121.7,0.0057,0.423,0.29343087
1554784476390,5.791,121.7,0.0057,0.423,0.29343087
1554784476453,5.854,121.7,0.00569,0.422,0.292223606
1554784476499,5.9,121.7,0.00569,0.422,0.292223606
1554784476545,5.946,121.7,0.00569,0.422,0.292223606
1554784476591,5.992,121.7,0.00569,0.422,0.292223606
1554784476652,6.053,121.7,0.00565,0.422,0.29016931
1554784476698,6.099,121.7,0.00565,0.422,0.29016931
1554784476744,6.145,121.7,0.00565,0.422,0.29016931
1554784476790,6.191,121.7,0.00565,0.422,0.29016931
1554784476853,6.254,121.7,0.00566,0.422,0.290682884
1554784476899,6.3,121.7,0.00566,0.422,0.290682884
1554784476945,6.346,121.7,0.00566,0.422,0.290682884
1554784476991,6.392,121.7,0.00566,0.422,0.290682884
1554784477052,6.453,121.6,0.00564,0.423,0.290103552
1554784477098,6.499,121.6,0.00564,0.423,0.290103552
1554784477144,6.545,121.6,0.00564,0.423,0.290103552
1554784477191,6.592,121.6,0.00564,0.423,0.290103552
1554784477252,6.653,121.6,0.00563,0.423,0.289589184
1554784477298,6.699,121.6,0.00563,0.423,0.289589184
1554784477344,6.745,121.6,0.00563,0.423,0.289589184
1554784477390,6.791,121.6,0.00563,0.423,0.289589184
1554784477452,6.853,121.7,0.00561,0.423,0.288797751
1554784477498,6.899,121.7,0.00561,0.423,0.288797751
1554784477544,6.945,121.7,0.00561,0.423,0.288797751
1554784477591,6.992,121.7,0.00561,0.423,0.288797751
1554784477652,7.053,121.7,0.00561,0.423,0.288797751
1554784477697,7.098,121.7,0.00561,0.423,0.288797751
1554784477744,7.145,121.7,0.00561,0.423,0.288797751
1554784477790,7.191,121.7,0.00561,0.423,0.288797751
1554784477852,7.253,121.6,0.00562,0.423,0.289074816
1554784477898,7.299,121.6,0.00562,0.423,0.289074816
1554784477944,7.345,121.6,0.00562,0.423,0.289074816
1554784477990,7.391,121.6,0.00562,0.423,0.289074816
1554784478051,7.452,121.6,0.00566,0.423,0.291132288
1554784478097,7.498,121.6,0.00566,0.423,0.291132288
1554784478143,7.544,121.6,0.00566,0.423,0.291132288
1554784478190,7.591,121.6,0.00566,0.423,0.291132288
1554784478252,7.653,121.6,0.00565,0.424,0.29130496
1554784478298,7.699,121.6,0.00565,0.424,0.29130496
1554784478344,7.745,121.6,0.00565,0.424,0.29130496
1554784478390,7.791,121.6,0.00565,0.424,0.29130496
1554784478452,7.853,121.7,0.00565,0.424,0.29154452
1554784478497,7.898,121.7,0.00565,0.424,0.29154452
1554784478544,7.945,121.7,0.00565,0.424,0.29154452
1554784478590,7.991,121.7,0.00565,0.424,0.29154452
1554784478652,8.053,121.7,0.00566,0.423,0.291371706
1554784478698,8.099,121.7,0.00566,0.423,0.291371706
1554784478744,8.145,121.7,0.00566,0.423,0.291371706
1554784478790,8.191,121.7,0.00566,0.423,0.291371706
1554784478852,8.253,121.6,0.00565,0.424,0.29130496
1554784478899,8.3,121.6,0.00565,0.424,0.29130496
1554784478945,8.346,121.6,0.00565,0.424,0.29130496
1554784478991,8.392,121.6,0.00565,0.424,0.29130496
1554784479052,8.453,121.6,0.00567,0.425,0.2930256
1554784479098,8.499,121.6,0.00567,0.425,0.2930256
1554784479144,8.545,121.6,0.00567,0.425,0.2930256
1554784479190,8.591,121.6,0.00567,0.425,0.2930256
1554784479252,8.653,121.7,0.0057,0.423,0.29343087
1554784479297,8.698,121.7,0.0057,0.423,0.29343087
1554784479344,8.745,121.7,0.0057,0.423,0.29343087
1554784479390,8.791,121.7,0.0057,0.423,0.29343087
1554784479452,8.853,121.7,0.00577,0.423,0.297034407
1554784479498,8.899,121.7,0.00577,0.423,0.297034407
1554784479544,8.945,121.7,0.00577,0.423,0.297034407
1554784479590,8.991,121.7,0.00577,0.423,0.297034407
1554784479651,9.052,121.7,0.00573,0.423,0.294975243
1554784479698,9.099,121.7,0.00573,0.423,0.294975243
1554784479744,9.145,121.7,0.00573,0.423,0.294975243
1554784479790,9.191,121.7,0.00573,0.423,0.294975243
1554784479851,9.252,121.7,0.00569,0.423,0.292916079
1554784479897,9.298,121.7,0.00569,0.423,0.292916079
1554784479944,9.345,121.7,0.00569,0.423,0.292916079
1554784479989,9.39,121.7,0.00569,0.423,0.292916079
1554784480051,9.452,121.7,0.00566,0.422,0.290682884
1554784480097,9.498,121.7,0.00566,0.422,0.290682884
1554784480143,9.544,121.7,0.00566,0.422,0.290682884
1554784480190,9.591,121.7,0.00566,0.422,0.290682884
1554784480252,9.653,121.7,0.00569,0.421,0.291531133
1554784480298,9.699,121.7,0.00569,0.421,0.291531133
1554784480344,9.745,121.7,0.00569,0.421,0.291531133
1554784480390,9.791,121.7,0.00569,0.421,0.291531133
1554784480451,9.852,121.7,0.00568,0.42,0.29032752
