# Mon Apr 08 20:10:47 2019
abstime,time_stamp,volt,curr,pf,mul
1554779447480,0.08,121.4,0.0061,0.424,0.31398896
1554779447545,0.145,121.4,0.00568,0.42,0.28961184
1554779447591,0.191,121.4,0.00568,0.42,0.28961184
1554779447637,0.237,121.4,0.00568,0.42,0.28961184
1554779447683,0.283,121.4,0.00568,0.42,0.28961184
1554779447745,0.345,121.4,0.00572,0.418,0.290262544
1554779447791,0.391,121.4,0.00572,0.418,0.290262544
1554779447836,0.436,121.4,0.00572,0.418,0.290262544
1554779447882,0.482,121.4,0.00572,0.418,0.290262544
1554779447946,0.546,121.4,0.00574,0.415,0.28918694
1554779447991,0.591,121.4,0.00574,0.415,0.28918694
1554779448036,0.636,121.4,0.00574,0.415,0.28918694
1554779448083,0.683,121.4,0.00574,0.415,0.28918694
1554779448145,0.745,121.4,0.0057,0.417,0.28855566
1554779448191,0.791,121.4,0.0057,0.417,0.28855566
1554779448237,0.837,121.4,0.0057,0.417,0.28855566
1554779448284,0.884,121.4,0.0057,0.417,0.28855566
1554779448346,0.946,121.4,0.00573,0.417,0.290074374
1554779448392,0.992,121.4,0.00573,0.417,0.290074374
1554779448438,1.038,121.4,0.00573,0.417,0.290074374
1554779448484,1.084,121.4,0.00573,0.417,0.290074374
1554779448545,1.145,121.4,0.00572,0.417,0.289568136
1554779448591,1.191,121.4,0.00572,0.417,0.289568136
1554779448638,1.238,121.4,0.00572,0.417,0.289568136
1554779448684,1.284,121.4,0.00572,0.417,0.289568136
1554779448746,1.346,121.4,0.0057,0.42,0.2906316
1554779448792,1.392,121.4,0.0057,0.42,0.2906316
1554779448838,1.438,121.4,0.0057,0.42,0.2906316
1554779448884,1.484,121.4,0.0057,0.42,0.2906316
1554779448946,1.546,121.4,0.00566,0.418,0.287217832
1554779448992,1.592,121.4,0.00566,0.418,0.287217832
1554779449038,1.638,121.4,0.00566,0.418,0.287217832
1554779449084,1.684,121.4,0.00566,0.418,0.287217832
1554779449145,1.745,121.3,0.00565,0.418,0.28647421
1554779449191,1.791,121.3,0.00565,0.418,0.28647421
1554779449237,1.837,121.3,0.00565,0.418,0.28647421
1554779449283,1.883,121.3,0.00565,0.418,0.28647421
1554779449346,1.946,121.3,0.00568,0.418,0.287995312
