# Mon Apr 08 19:59:02 2019
abstime,time_stamp,volt,curr,pf,mul
1554778742696,0.08,121.4,0.00607,0.421,0.310234058
1554778742744,0.128,121.4,0.00607,0.421,0.310234058
1554778742790,0.174,121.4,0.00607,0.421,0.310234058
1554778742836,0.22,121.4,0.00574,0.42,0.29267112
1554778742882,0.266,121.4,0.00574,0.42,0.29267112
1554778742927,0.311,121.4,0.00574,0.42,0.29267112
1554778742973,0.357,121.4,0.00574,0.42,0.29267112
1554778743035,0.419,121.4,0.00573,0.42,0.29216124
1554778743080,0.464,121.4,0.00573,0.42,0.29216124
1554778743126,0.51,121.4,0.00573,0.42,0.29216124
1554778743171,0.555,121.4,0.00573,0.42,0.29216124
1554778743234,0.618,121.4,0.00569,0.421,0.290812486
1554778743280,0.664,121.4,0.00569,0.421,0.290812486
1554778743326,0.71,121.4,0.00569,0.421,0.290812486
1554778743373,0.757,121.4,0.00569,0.421,0.290812486
1554778743435,0.819,121.4,0.00569,0.419,0.289430954
1554778743481,0.865,121.4,0.00569,0.419,0.289430954
1554778743527,0.911,121.4,0.00569,0.419,0.289430954
1554778743573,0.957,121.4,0.00569,0.419,0.289430954
1554778743635,1.019,121.4,0.00569,0.421,0.290812486
1554778743681,1.065,121.4,0.00569,0.421,0.290812486
1554778743727,1.111,121.4,0.00569,0.421,0.290812486
1554778743773,1.157,121.4,0.00569,0.421,0.290812486
1554778743834,1.218,121.3,0.0057,0.419,0.28970079
1554778743880,1.264,121.3,0.0057,0.419,0.28970079
1554778743926,1.31,121.3,0.0057,0.419,0.28970079
1554778743972,1.356,121.3,0.0057,0.419,0.28970079
1554778744035,1.419,121.4,0.00569,0.419,0.289430954
1554778744081,1.465,121.4,0.00569,0.419,0.289430954
1554778744127,1.511,121.4,0.00569,0.419,0.289430954
1554778744173,1.557,121.4,0.00569,0.419,0.289430954
1554778744234,1.618,121.4,0.00571,0.421,0.291834674
1554778744280,1.664,121.4,0.00571,0.421,0.291834674
1554778744326,1.71,121.4,0.00571,0.421,0.291834674
1554778744372,1.756,121.4,0.00571,0.421,0.291834674
1554778744434,1.818,121.4,0.0057,0.423,0.29270754
1554778744480,1.865,121.4,0.0057,0.423,0.29270754
1554778744526,1.911,121.4,0.0057,0.423,0.29270754
1554778744573,1.957,121.4,0.0057,0.423,0.29270754
1554778744635,2.019,121.4,0.00577,0.42,0.29420076
1554778744681,2.065,121.4,0.00577,0.42,0.29420076
1554778744727,2.111,121.4,0.00577,0.42,0.29420076
1554778744773,2.157,121.4,0.00577,0.42,0.29420076
1554778744834,2.218,121.4,0.00575,0.419,0.29248295
1554778744880,2.264,121.4,0.00575,0.419,0.29248295
1554778744926,2.311,121.4,0.00575,0.419,0.29248295
1554778744972,2.357,121.4,0.00575,0.419,0.29248295
1554778745035,2.419,121.4,0.00571,0.425,0.29460745
1554778745081,2.465,121.4,0.00571,0.425,0.29460745
1554778745127,2.511,121.4,0.00571,0.425,0.29460745
1554778745173,2.557,121.4,0.00571,0.425,0.29460745
1554778745234,2.618,121.4,0.00574,0.424,0.295458464
1554778745280,2.664,121.4,0.00574,0.424,0.295458464
1554778745326,2.71,121.4,0.00574,0.424,0.295458464
1554778745373,2.757,121.4,0.00574,0.424,0.295458464
1554778745435,2.819,121.4,0.00573,0.421,0.292856862
1554778745481,2.865,121.4,0.00573,0.421,0.292856862
1554778745527,2.911,121.4,0.00573,0.421,0.292856862
1554778745573,2.957,121.4,0.00573,0.421,0.292856862
1554778745634,3.018,121.4,0.00576,0.421,0.294390144
1554778745680,3.064,121.4,0.00576,0.421,0.294390144
