# Mon Apr 08 21:49:35 2019
abstime,time_stamp,volt,curr,pf,mul
1554785375213,0.08,121.3,0.00596,0.424,0.306529952
1554785375260,0.127,121.3,0.00596,0.424,0.306529952
1554785375306,0.173,121.3,0.00596,0.424,0.306529952
1554785375359,0.226,121.3,0.00569,0.423,0.291953331
1554785375404,0.271,121.3,0.00569,0.423,0.291953331
1554785375449,0.316,121.3,0.00569,0.423,0.291953331
1554785375495,0.362,121.3,0.00569,0.423,0.291953331
1554785375559,0.426,121.3,0.00565,0.421,0.288530245
1554785375604,0.471,121.3,0.00565,0.421,0.288530245
1554785375649,0.516,121.3,0.00565,0.421,0.288530245
1554785375695,0.562,121.3,0.00565,0.421,0.288530245
1554785375760,0.627,121.2,0.00564,0.423,0.289149264
1554785375805,0.672,121.2,0.00564,0.423,0.289149264
1554785375851,0.718,121.2,0.00564,0.423,0.289149264
1554785375897,0.764,121.2,0.00564,0.423,0.289149264
1554785375959,0.826,121.2,0.00565,0.422,0.28897716
1554785376005,0.872,121.2,0.00565,0.422,0.28897716
1554785376051,0.918,121.2,0.00565,0.422,0.28897716
1554785376097,0.964,121.2,0.00565,0.422,0.28897716
1554785376159,1.026,121.2,0.00566,0.42,0.28811664
1554785376205,1.072,121.2,0.00566,0.42,0.28811664
1554785376251,1.119,121.2,0.00566,0.42,0.28811664
1554785376297,1.164,121.2,0.00566,0.42,0.28811664
1554785376360,1.227,121.2,0.00568,0.422,0.290511552
1554785376406,1.273,121.2,0.00568,0.422,0.290511552
1554785376452,1.319,121.2,0.00568,0.422,0.290511552
1554785376498,1.365,121.2,0.00568,0.422,0.290511552
1554785376559,1.427,121.2,0.00567,0.422,0.290000088
1554785376606,1.473,121.2,0.00567,0.422,0.290000088
1554785376652,1.519,121.2,0.00567,0.422,0.290000088
1554785376698,1.565,121.2,0.00567,0.422,0.290000088
1554785376759,1.626,121.2,0.00569,0.423,0.291712644
1554785376805,1.672,121.2,0.00569,0.423,0.291712644
1554785376851,1.718,121.2,0.00569,0.423,0.291712644
1554785376897,1.764,121.2,0.00569,0.423,0.291712644
1554785376960,1.827,121.2,0.00569,0.423,0.291712644
1554785377006,1.873,121.2,0.00569,0.423,0.291712644
1554785377052,1.919,121.2,0.00569,0.423,0.291712644
1554785377098,1.965,121.2,0.00569,0.423,0.291712644
1554785377159,2.026,121.2,0.00572,0.421,0.291864144
1554785377205,2.072,121.2,0.00572,0.421,0.291864144
1554785377251,2.118,121.2,0.00572,0.421,0.291864144
1554785377297,2.164,121.2,0.00572,0.421,0.291864144
1554785377360,2.227,121.2,0.00572,0.422,0.292557408
1554785377406,2.273,121.2,0.00572,0.422,0.292557408
1554785377452,2.319,121.2,0.00572,0.422,0.292557408
1554785377498,2.365,121.2,0.00572,0.422,0.292557408
1554785377559,2.426,121.3,0.0057,0.422,0.29177502
1554785377605,2.472,121.3,0.0057,0.422,0.29177502
1554785377651,2.518,121.3,0.0057,0.422,0.29177502
1554785377697,2.564,121.3,0.0057,0.422,0.29177502
1554785377760,2.627,121.2,0.0057,0.422,0.29153448
1554785377806,2.673,121.2,0.0057,0.422,0.29153448
1554785377853,2.72,121.2,0.0057,0.422,0.29153448
1554785377899,2.766,121.2,0.0057,0.422,0.29153448
1554785377959,2.826,121.3,0.00567,0.427,0.293678217
1554785378005,2.872,121.3,0.00567,0.427,0.293678217
1554785378051,2.918,121.3,0.00567,0.427,0.293678217
1554785378097,2.964,121.3,0.00567,0.427,0.293678217
1554785378160,3.027,121.3,0.00568,0.427,0.294196168
1554785378206,3.073,121.3,0.00568,0.427,0.294196168
1554785378252,3.119,121.3,0.00568,0.427,0.294196168
1554785378298,3.165,121.3,0.00568,0.427,0.294196168
1554785378359,3.226,121.3,0.00572,0.423,0.293492628
1554785378406,3.273,121.3,0.00572,0.423,0.293492628
1554785378452,3.319,121.3,0.00572,0.423,0.293492628
1554785378498,3.365,121.3,0.00572,0.423,0.293492628
