# Mon Apr 08 20:24:03 2019
abstime,time_stamp,volt,curr,pf,mul
1554780244067,0.081,121.4,0.00571,0.427,0.295993838
1554780244114,0.128,121.4,0.00571,0.427,0.295993838
1554780244160,0.174,121.4,0.00571,0.427,0.295993838
1554780244206,0.22,121.4,0.00571,0.427,0.295993838
1554780244261,0.275,121.4,0.00568,0.424,0.292370048
1554780244306,0.32,121.4,0.00568,0.424,0.292370048
1554780244351,0.365,121.4,0.00568,0.424,0.292370048
1554780244397,0.411,121.4,0.00568,0.424,0.292370048
1554780244461,0.475,121.4,0.00571,0.421,0.291834674
1554780244506,0.52,121.4,0.00571,0.421,0.291834674
1554780244552,0.566,121.4,0.00571,0.421,0.291834674
1554780244598,0.612,121.4,0.00571,0.421,0.291834674
1554780244662,0.676,121.4,0.00572,0.42,0.29165136
1554780244708,0.722,121.4,0.00572,0.42,0.29165136
1554780244754,0.768,121.4,0.00572,0.42,0.29165136
1554780244800,0.814,121.4,0.00572,0.42,0.29165136
1554780244861,0.875,121.4,0.00571,0.421,0.291834674
1554780244907,0.921,121.4,0.00571,0.421,0.291834674
1554780244953,0.967,121.4,0.00571,0.421,0.291834674
1554780244999,1.013,121.4,0.00571,0.421,0.291834674
1554780245062,1.076,121.4,0.00568,0.421,0.290301392
1554780245108,1.122,121.4,0.00568,0.421,0.290301392
1554780245154,1.168,121.4,0.00568,0.421,0.290301392
1554780245200,1.214,121.4,0.00568,0.421,0.290301392
1554780245261,1.275,121.4,0.00567,0.424,0.291855312
1554780245307,1.321,121.4,0.00567,0.424,0.291855312
1554780245353,1.367,121.4,0.00567,0.424,0.291855312
1554780245399,1.413,121.4,0.00567,0.424,0.291855312
1554780245461,1.475,121.3,0.00565,0.424,0.29058628
1554780245507,1.521,121.3,0.00565,0.424,0.29058628
1554780245553,1.567,121.3,0.00565,0.424,0.29058628
1554780245599,1.613,121.3,0.00565,0.424,0.29058628
1554780245661,1.675,121.3,0.00563,0.424,0.289557656
1554780245707,1.721,121.3,0.00563,0.424,0.289557656
1554780245754,1.768,121.3,0.00563,0.424,0.289557656
1554780245800,1.814,121.3,0.00563,0.424,0.289557656
1554780245861,1.875,121.3,0.00568,0.42,0.28937328
1554780245907,1.921,121.3,0.00568,0.42,0.28937328
1554780245953,1.967,121.3,0.00568,0.42,0.28937328
1554780245999,2.013,121.3,0.00568,0.42,0.28937328
1554780246061,2.075,121.3,0.00569,0.419,0.289192543
1554780246107,2.121,121.3,0.00569,0.419,0.289192543
1554780246153,2.167,121.3,0.00569,0.419,0.289192543
1554780246199,2.213,121.3,0.00569,0.419,0.289192543
1554780246262,2.276,121.4,0.00568,0.422,0.290990944
1554780246308,2.322,121.4,0.00568,0.422,0.290990944
1554780246354,2.368,121.4,0.00568,0.422,0.290990944
1554780246400,2.414,121.4,0.00568,0.422,0.290990944
1554780246461,2.475,121.4,0.00562,0.421,0.287234828
1554780246507,2.521,121.4,0.00562,0.421,0.287234828
1554780246553,2.567,121.4,0.00562,0.421,0.287234828
1554780246599,2.614,121.4,0.00562,0.421,0.287234828
1554780246662,2.676,121.4,0.00561,0.422,0.287404788
1554780246708,2.722,121.4,0.00561,0.422,0.287404788
