# Mon Apr 08 20:32:50 2019
abstime,time_stamp,volt,curr,pf,mul
1554780770765,0.08,121.5,0.00621,0.426,0.32142339
1554780770812,0.127,121.5,0.00621,0.426,0.32142339
1554780770858,0.173,121.5,0.00572,0.422,0.29328156
1554780770904,0.219,121.5,0.00572,0.422,0.29328156
1554780770949,0.264,121.5,0.00572,0.422,0.29328156
1554780770994,0.309,121.5,0.00572,0.422,0.29328156
1554780771040,0.355,121.5,0.00568,0.424,0.29261088
1554780771086,0.401,121.5,0.00568,0.424,0.29261088
1554780771131,0.446,121.5,0.00568,0.424,0.29261088
1554780771177,0.492,121.5,0.00568,0.424,0.29261088
1554780771234,0.549,121.5,0.00566,0.423,0.29089287
1554780771280,0.595,121.5,0.00566,0.423,0.29089287
1554780771325,0.64,121.5,0.00566,0.423,0.29089287
1554780771371,0.686,121.5,0.00566,0.423,0.29089287
1554780771433,0.749,121.5,0.00566,0.426,0.29295594
1554780771479,0.794,121.5,0.00566,0.426,0.29295594
1554780771525,0.84,121.5,0.00566,0.426,0.29295594
1554780771571,0.886,121.5,0.00566,0.426,0.29295594
1554780771634,0.949,121.5,0.00564,0.422,0.28917972
1554780771680,0.995,121.5,0.00564,0.422,0.28917972
1554780771726,1.041,121.5,0.00564,0.422,0.28917972
1554780771772,1.087,121.5,0.00564,0.422,0.28917972
1554780771834,1.149,121.5,0.00572,0.421,0.29258658
1554780771881,1.196,121.5,0.00572,0.421,0.29258658
1554780771927,1.242,121.5,0.00572,0.421,0.29258658
1554780771973,1.288,121.5,0.00572,0.421,0.29258658
1554780772034,1.349,121.5,0.0057,0.421,0.29156355
1554780772080,1.395,121.5,0.0057,0.421,0.29156355
1554780772126,1.441,121.5,0.0057,0.421,0.29156355
1554780772172,1.487,121.5,0.0057,0.421,0.29156355
1554780772234,1.549,121.5,0.00571,0.422,0.29276883
1554780772280,1.595,121.5,0.00571,0.422,0.29276883
1554780772326,1.641,121.5,0.00571,0.422,0.29276883
1554780772372,1.687,121.5,0.00571,0.422,0.29276883
1554780772433,1.748,121.5,0.00571,0.421,0.292075065
1554780772479,1.794,121.5,0.00571,0.421,0.292075065
1554780772525,1.84,121.5,0.00571,0.421,0.292075065
1554780772572,1.887,121.5,0.00571,0.421,0.292075065
1554780772634,1.949,121.5,0.0057,0.422,0.2922561
1554780772680,1.995,121.5,0.0057,0.422,0.2922561
1554780772726,2.041,121.5,0.0057,0.422,0.2922561
1554780772772,2.087,121.5,0.0057,0.422,0.2922561
1554780772834,2.149,121.5,0.00573,0.424,0.29518668
1554780772880,2.195,121.5,0.00573,0.424,0.29518668
1554780772926,2.241,121.5,0.00573,0.424,0.29518668
1554780772972,2.287,121.5,0.00573,0.424,0.29518668
1554780773034,2.349,121.5,0.00573,0.425,0.295882875
1554780773080,2.395,121.5,0.00573,0.425,0.295882875
1554780773126,2.442,121.5,0.00573,0.425,0.295882875
1554780773173,2.488,121.5,0.00573,0.425,0.295882875
1554780773234,2.549,121.5,0.00574,0.423,0.29500443
1554780773280,2.595,121.5,0.00574,0.423,0.29500443
1554780773326,2.641,121.5,0.00574,0.423,0.29500443
1554780773372,2.687,121.5,0.00574,0.423,0.29500443
1554780773434,2.749,121.5,0.00573,0.423,0.294490485
1554780773480,2.795,121.5,0.00573,0.423,0.294490485
1554780773526,2.842,121.5,0.00573,0.423,0.294490485
1554780773572,2.888,121.5,0.00573,0.423,0.294490485
1554780773634,2.949,121.5,0.00578,0.42,0.2949534
1554780773680,2.995,121.5,0.00578,0.42,0.2949534
1554780773726,3.041,121.5,0.00578,0.42,0.2949534
1554780773772,3.087,121.5,0.00578,0.42,0.2949534
1554780773834,3.149,121.5,0.00578,0.42,0.2949534
1554780773880,3.195,121.5,0.00578,0.42,0.2949534
1554780773926,3.241,121.5,0.00578,0.42,0.2949534
1554780773973,3.288,121.5,0.00578,0.42,0.2949534
1554780774034,3.349,121.5,0.00581,0.417,0.294366555
1554780774080,3.395,121.5,0.00581,0.417,0.294366555
1554780774126,3.441,121.5,0.00581,0.417,0.294366555
1554780774172,3.487,121.5,0.00581,0.417,0.294366555
1554780774233,3.548,121.5,0.00578,0.419,0.29425113
1554780774279,3.594,121.5,0.00578,0.419,0.29425113
1554780774325,3.64,121.5,0.00578,0.419,0.29425113
1554780774371,3.686,121.5,0.00578,0.419,0.29425113
1554780774434,3.749,121.5,0.00573,0.42,0.2924019
1554780774480,3.795,121.5,0.00573,0.42,0.2924019
