# Mon Apr 08 21:47:33 2019
abstime,time_stamp,volt,curr,pf,mul
1554785253213,0.08,121.2,0.0061,0.424,0.31347168
1554785253261,0.128,121.2,0.0061,0.424,0.31347168
1554785253307,0.174,121.2,0.0061,0.424,0.31347168
1554785253368,0.235,121.2,0.00579,0.423,0.296839404
1554785253413,0.28,121.2,0.00579,0.423,0.296839404
1554785253459,0.326,121.2,0.00579,0.423,0.296839404
1554785253503,0.371,121.2,0.00579,0.423,0.296839404
1554785253568,0.435,121.2,0.00582,0.418,0.294850512
1554785253613,0.48,121.2,0.00582,0.418,0.294850512
1554785253659,0.526,121.2,0.00582,0.418,0.294850512
1554785253704,0.571,121.2,0.00582,0.418,0.294850512
1554785253768,0.635,121.3,0.00585,0.416,0.29519568
1554785253814,0.681,121.3,0.00585,0.416,0.29519568
1554785253860,0.727,121.3,0.00585,0.416,0.29519568
1554785253906,0.773,121.3,0.00585,0.416,0.29519568
1554785253968,0.835,121.3,0.00578,0.419,0.293766766
1554785254015,0.882,121.3,0.00578,0.419,0.293766766
1554785254061,0.928,121.3,0.00578,0.419,0.293766766
1554785254107,0.974,121.3,0.00578,0.419,0.293766766
1554785254168,1.035,121.3,0.00574,0.419,0.291733778
1554785254214,1.081,121.3,0.00574,0.419,0.291733778
1554785254260,1.127,121.3,0.00574,0.419,0.291733778
1554785254306,1.173,121.3,0.00574,0.419,0.291733778
1554785254369,1.236,121.3,0.00571,0.422,0.292286906
1554785254415,1.282,121.3,0.00571,0.422,0.292286906
1554785254461,1.328,121.3,0.00571,0.422,0.292286906
1554785254507,1.374,121.3,0.00571,0.422,0.292286906
1554785254568,1.435,121.3,0.00574,0.419,0.291733778
1554785254614,1.481,121.3,0.00574,0.419,0.291733778
1554785254660,1.527,121.3,0.00574,0.419,0.291733778
1554785254706,1.573,121.3,0.00574,0.419,0.291733778
1554785254768,1.635,121.3,0.00575,0.422,0.29433445
1554785254814,1.681,121.3,0.00575,0.422,0.29433445
1554785254860,1.727,121.3,0.00575,0.422,0.29433445
1554785254907,1.774,121.3,0.00575,0.422,0.29433445
1554785254968,1.835,121.3,0.00574,0.418,0.291037516
1554785255014,1.881,121.3,0.00574,0.418,0.291037516
1554785255060,1.927,121.3,0.00574,0.418,0.291037516
1554785255106,1.973,121.3,0.00574,0.418,0.291037516
1554785255168,2.035,121.3,0.00575,0.42,0.2929395
1554785255215,2.082,121.3,0.00575,0.42,0.2929395
1554785255261,2.128,121.3,0.00575,0.42,0.2929395
1554785255307,2.174,121.3,0.00575,0.42,0.2929395
1554785255368,2.235,121.3,0.00567,0.418,0.287488278
1554785255414,2.281,121.3,0.00567,0.418,0.287488278
1554785255460,2.327,121.3,0.00567,0.418,0.287488278
1554785255506,2.373,121.3,0.00567,0.418,0.287488278
1554785255568,2.435,121.2,0.00573,0.42,0.29167992
1554785255614,2.481,121.2,0.00573,0.42,0.29167992
1554785255661,2.528,121.2,0.00573,0.42,0.29167992
1554785255707,2.574,121.2,0.00573,0.42,0.29167992
1554785255768,2.635,121.2,0.00574,0.422,0.293580336
1554785255814,2.681,121.2,0.00574,0.422,0.293580336
1554785255860,2.727,121.2,0.00574,0.422,0.293580336
1554785255906,2.773,121.2,0.00574,0.422,0.293580336
1554785255968,2.835,121.3,0.00577,0.419,0.293258519
1554785256014,2.881,121.3,0.00577,0.419,0.293258519
1554785256060,2.927,121.3,0.00577,0.419,0.293258519
1554785256106,2.973,121.3,0.00577,0.419,0.293258519
1554785256169,3.036,121.2,0.00573,0.418,0.290290968
1554785256215,3.082,121.2,0.00573,0.418,0.290290968
1554785256261,3.128,121.2,0.00573,0.418,0.290290968
1554785256307,3.174,121.2,0.00573,0.418,0.290290968
1554785256368,3.235,121.2,0.00571,0.421,0.291353892
1554785256414,3.281,121.2,0.00571,0.421,0.291353892
1554785256460,3.327,121.2,0.00571,0.421,0.291353892
1554785256506,3.373,121.2,0.00571,0.421,0.291353892
1554785256569,3.436,121.2,0.00571,0.421,0.291353892
1554785256615,3.482,121.2,0.00571,0.421,0.291353892
1554785256661,3.528,121.2,0.00571,0.421,0.291353892
1554785256707,3.574,121.2,0.00571,0.421,0.291353892
1554785256768,3.635,121.2,0.00575,0.422,0.2940918
1554785256814,3.681,121.2,0.00575,0.422,0.2940918
1554785256860,3.728,121.2,0.00575,0.422,0.2940918
1554785256907,3.774,121.2,0.00575,0.422,0.2940918
1554785256968,3.835,121.2,0.00576,0.422,0.294603264
1554785257013,3.881,121.2,0.00576,0.422,0.294603264
1554785257060,3.927,121.2,0.00576,0.422,0.294603264
1554785257106,3.973,121.2,0.00576,0.422,0.294603264
1554785257168,4.035,121.3,0.00578,0.422,0.295870108
1554785257214,4.081,121.3,0.00578,0.422,0.295870108
1554785257260,4.127,121.3,0.00578,0.422,0.295870108
1554785257306,4.173,121.3,0.00578,0.422,0.295870108
1554785257368,4.235,121.3,0.00577,0.42,0.29395842
1554785257414,4.281,121.3,0.00577,0.42,0.29395842
1554785257460,4.327,121.3,0.00577,0.42,0.29395842
1554785257506,4.373,121.3,0.00577,0.42,0.29395842
1554785257568,4.435,121.2,0.00574,0.424,0.294971712
1554785257614,4.481,121.2,0.00574,0.424,0.294971712
1554785257660,4.527,121.2,0.00574,0.424,0.294971712
1554785257706,4.574,121.2,0.00574,0.424,0.294971712
1554785257768,4.635,121.2,0.00577,0.425,0.2972127
1554785257814,4.681,121.2,0.00577,0.425,0.2972127
1554785257860,4.727,121.2,0.00577,0.425,0.2972127
1554785257906,4.773,121.2,0.00577,0.425,0.2972127
1554785257968,4.835,121.3,0.00574,0.424,0.295215088
1554785258014,4.882,121.3,0.00574,0.424,0.295215088
1554785258061,4.928,121.3,0.00574,0.424,0.295215088
1554785258107,4.974,121.3,0.00574,0.424,0.295215088
1554785258168,5.035,121.3,0.00578,0.418,0.293065652
1554785258214,5.081,121.3,0.00578,0.418,0.293065652
1554785258260,5.127,121.3,0.00578,0.418,0.293065652
1554785258306,5.173,121.3,0.00578,0.418,0.293065652
1554785258368,5.235,121.3,0.00574,0.42,0.29243004
1554785258413,5.281,121.3,0.00574,0.42,0.29243004
1554785258460,5.327,121.3,0.00574,0.42,0.29243004
1554785258506,5.373,121.3,0.00574,0.42,0.29243004
1554785258568,5.435,121.3,0.00571,0.42,0.29090166
1554785258614,5.481,121.3,0.00571,0.42,0.29090166
1554785258660,5.527,121.3,0.00571,0.42,0.29090166
1554785258707,5.574,121.3,0.00571,0.42,0.29090166
1554785258768,5.635,121.3,0.00572,0.422,0.292798792
1554785258813,5.681,121.3,0.00572,0.422,0.292798792
1554785258860,5.727,121.3,0.00572,0.422,0.292798792
1554785258906,5.773,121.3,0.00572,0.422,0.292798792
1554785258968,5.835,121.3,0.0057,0.42,0.2903922
1554785259014,5.881,121.3,0.0057,0.42,0.2903922
1554785259060,5.927,121.3,0.0057,0.42,0.2903922
1554785259106,5.974,121.3,0.0057,0.42,0.2903922
1554785259168,6.035,121.3,0.00566,0.422,0.289727476
1554785259213,6.08,121.3,0.00566,0.422,0.289727476
1554785259259,6.126,121.3,0.00566,0.422,0.289727476
1554785259305,6.173,121.3,0.00566,0.422,0.289727476
1554785259368,6.235,121.3,0.00564,0.423,0.289387836
1554785259414,6.281,121.3,0.00564,0.423,0.289387836
1554785259460,6.327,121.3,0.00564,0.423,0.289387836
1554785259506,6.373,121.3,0.00564,0.423,0.289387836
1554785259568,6.435,121.3,0.00566,0.42,0.28835436
1554785259614,6.481,121.3,0.00566,0.42,0.28835436
1554785259660,6.527,121.3,0.00566,0.42,0.28835436
1554785259706,6.573,121.3,0.00566,0.42,0.28835436
1554785259768,6.635,121.3,0.00567,0.423,0.290927133
1554785259814,6.681,121.3,0.00567,0.423,0.290927133
1554785259860,6.727,121.3,0.00567,0.423,0.290927133
1554785259907,6.774,121.3,0.00567,0.423,0.290927133
1554785259968,6.835,121.3,0.00566,0.423,0.290414034
1554785260014,6.881,121.3,0.00566,0.423,0.290414034
1554785260060,6.927,121.3,0.00566,0.423,0.290414034
1554785260106,6.973,121.3,0.00566,0.423,0.290414034
1554785260167,7.034,121.3,0.00571,0.423,0.292979529
1554785260213,7.08,121.3,0.00571,0.423,0.292979529
1554785260259,7.126,121.3,0.00571,0.423,0.292979529
1554785260305,7.173,121.3,0.00571,0.423,0.292979529
1554785260368,7.235,121.2,0.00574,0.419,0.291493272
1554785260414,7.281,121.2,0.00574,0.419,0.291493272
1554785260460,7.327,121.2,0.00574,0.419,0.291493272
1554785260506,7.373,121.2,0.00574,0.419,0.291493272
1554785260567,7.434,121.2,0.00575,0.418,0.2913042
1554785260613,7.481,121.2,0.00575,0.418,0.2913042
1554785260660,7.527,121.2,0.00575,0.418,0.2913042
