# Mon Apr 08 22:36:16 2019
abstime,time_stamp,volt,curr,pf,mul
1554788176963,0.08,121.2,0.00587,0.421,0.299517924
1554788177010,0.127,121.2,0.00587,0.421,0.299517924
1554788177055,0.172,121.2,0.00587,0.421,0.299517924
1554788177101,0.218,121.2,0.00574,0.421,0.292884648
1554788177147,0.264,121.2,0.00574,0.421,0.292884648
1554788177192,0.309,121.2,0.00574,0.421,0.292884648
1554788177238,0.355,121.2,0.00574,0.421,0.292884648
1554788177299,0.416,121.2,0.00573,0.42,0.29167992
1554788177344,0.461,121.2,0.00573,0.42,0.29167992
1554788177389,0.506,121.2,0.00573,0.42,0.29167992
1554788177435,0.552,121.2,0.00573,0.42,0.29167992
1554788177500,0.617,121.2,0.00578,0.418,0.292824048
1554788177546,0.663,121.2,0.00578,0.418,0.292824048
1554788177592,0.709,121.2,0.00578,0.418,0.292824048
1554788177638,0.755,121.2,0.00578,0.418,0.292824048
1554788177699,0.816,121.2,0.00585,0.416,0.29495232
1554788177745,0.862,121.2,0.00585,0.416,0.29495232
1554788177791,0.908,121.2,0.00585,0.416,0.29495232
1554788177837,0.954,121.2,0.00585,0.416,0.29495232
1554788177899,1.016,121.2,0.00579,0.418,0.293330664
1554788177946,1.063,121.2,0.00579,0.418,0.293330664
1554788177991,1.109,121.2,0.00579,0.418,0.293330664
1554788178037,1.155,121.2,0.00579,0.418,0.293330664
1554788178099,1.216,121.2,0.00578,0.421,0.294925656
1554788178144,1.261,121.2,0.00578,0.421,0.294925656
1554788178191,1.308,121.2,0.00578,0.421,0.294925656
1554788178237,1.354,121.2,0.00578,0.421,0.294925656
1554788178300,1.418,121.1,0.00577,0.421,0.294172487
1554788178346,1.463,121.1,0.00577,0.421,0.294172487
1554788178392,1.51,121.1,0.00577,0.421,0.294172487
1554788178438,1.556,121.1,0.00577,0.421,0.294172487
1554788178499,1.616,121.1,0.00582,0.421,0.296721642
1554788178546,1.663,121.1,0.00582,0.421,0.296721642
1554788178592,1.709,121.1,0.00582,0.421,0.296721642
1554788178638,1.755,121.1,0.00582,0.421,0.296721642
1554788178700,1.817,121.1,0.00577,0.422,0.294871234
1554788178746,1.864,121.1,0.00577,0.422,0.294871234
